Citation	Full Reference	Data Type	Resource Type	Resource Type Comment	Methods	Methods Comment	Location	Year	Accession	Accession Type
662	Mound, L., Collins, D., & Hastings, A. (2018). Factsheet—Parthenothrips dracaenae. Thysanoptera Britannica et Hibernica- Thrips of the British Isles. https://keys.lucidcentral.org/keys/v3/british_thrips/the_key/key/britishthysanoptera/Media/Html/Entities/parthenothrips_dracaenae.htm	Digital	Book		NA		United Kingdom; Ireland	2018	https://keys.lucidcentral.org/keys/v3/british_thrips/the_key/key/britishthysanoptera/Media/Html/Entities/parthenothrips_dracaenae.htm	URL
663	Ulitzka, M. (n.d.). Phlaeothrips bispinoides. Thrips-ID English. Retrieved 4 April 2022, from https://www.thrips-id.com/en/phlaeothrips-bispinoides/	Digital	Database		NA		Switzerland	NA	https://www.thrips-id.com/en/phlaeothrips-bispinoides/	URL
664	Mound, L., Collins, D., & Hastings, A. (2018). Factsheet—Phlaeothrips coriaceus. Thysanoptera Britannica et Hibernica- Thrips of the British Isles. https://keys.lucidcentral.org/keys/v3/british_thrips/the_key/key/britishthysanoptera/Media/Html/Entities/phlaeothrips_coriaceus.htm	Digital	Book		NA		United Kingdom; Ireland	2018	https://keys.lucidcentral.org/keys/v3/british_thrips/the_key/key/britishthysanoptera/Media/Html/Entities/phlaeothrips_coriaceus.htm	URL
665	Mound, L., Collins, D., & Hastings, A. (2018). Factsheet—Xylaplothrips fuliginosus. Thysanoptera Britannica et Hibernica- Thrips of the British Isles. https://keys.lucidcentral.org/keys/v3/british_thrips/the_key/key/britishthysanoptera/Media/Html/Entities/xylaplothrips_fuliginosus.htm	Digital	Book		NA		United Kingdom; Ireland	2018	https://keys.lucidcentral.org/keys/v3/british_thrips/the_key/key/britishthysanoptera/Media/Html/Entities/xylaplothrips_fuliginosus.htm	URL
666	Prosopothrips. (2021). Thrips Wiki. https://thrips.info/wiki/Prosopothrips	Analogue	Scientific website		NA		NA	2021	https://thrips.info/wiki/Prosopothrips	URL
667	Rey, A., & Frey, D. (2022). Schneckenhaus-Wollbiene. Bee-Finder. https://www.bee-finder.ch/de/insekten/rhodanthidium-septemdentatum/	Analogue	Scientific website		NA		Switzerland	2022	https://www.bee-finder.ch/de/insekten/rhodanthidium-septemdentatum/	URL
668	Rey, A., & Frey, D. (2022). Kleine Kraftbiene. Bee-Finder. https://www.bee-finder.ch/de/insekten/biastes-truncatus/	Analogue	Scientific website		NA		Switzerland	2022	https://www.bee-finder.ch/de/insekten/biastes-truncatus/	URL
669	Rey, A., & Frey, D. (2022). Unerwartete Hummel. Bee-Finder. https://www.bee-finder.ch/de/insekten/bombus-inexspectatus/	Analogue	Scientific website		NA		Switzerland	2022	https://www.bee-finder.ch/de/insekten/bombus-inexspectatus/	URL
670	Rey, A., & Frey, D. (2022). Vierfarbige Kuckuckshummel. Bee-Finder. https://www.bee-finder.ch/de/insekten/bombus-quadricolor/	Analogue	Scientific website		NA		Switzerland	2022	https://www.bee-finder.ch/de/insekten/bombus-quadricolor/	URL
671	Rey, A., & Frey, D. (2022). Schwarzgesicht-Langhornbiene. Bee-Finder. https://www.bee-finder.ch/de/insekten/eucera-nigrifacies/	Analogue	Scientific website		NA		Switzerland	2022	https://www.bee-finder.ch/de/insekten/eucera-nigrifacies/	URL
672	Rey, A., & Frey, D. (2022). Fächerfüssige Blattschneiderbiene. Bee-Finder. https://www.bee-finder.ch/de/insekten/megachile-flabellipes/	Analogue	Scientific website		NA		Switzerland	2022	https://www.bee-finder.ch/de/insekten/megachile-flabellipes/	URL
673	Rey, A., & Frey, D. (2022). Schwarzafter-Blattschneiderbien. Bee-Finder. https://www.bee-finder.ch/de/insekten/megachile-melanopyga/	Analogue	Scientific website		NA		Switzerland	2022	https://www.bee-finder.ch/de/insekten/megachile-melanopyga/	URL
674	Rey, A., & Frey, D. (2022). Pyrenäen-Blattschneiderbiene. Bee-Finder. https://www.bee-finder.ch/de/insekten/megachile-pyrenaea/	Analogue	Scientific website		NA		Switzerland	2022	https://www.bee-finder.ch/de/insekten/megachile-pyrenaea/	URL
675	Rey, A., & Frey, D. (2022). Kastilische Wespenbiene. Bee-Finder. https://www.bee-finder.ch/de/insekten/nomada-castellana/	Analogue	Scientific website		NA		Switzerland	2022	https://www.bee-finder.ch/de/insekten/nomada-castellana/	URL
676	Rey, A., & Frey, D. (2022). Dolden-Wespenbiene. Bee-Finder. https://www.bee-finder.ch/de/insekten/nomada-conjungens/	Analogue	Scientific website		NA		Switzerland	2022	https://www.bee-finder.ch/de/insekten/nomada-conjungens/	URL
677	Rey, A., & Frey, D. (2022). Getrennte Wespenbiene. Bee-Finder. https://www.bee-finder.ch/de/insekten/nomada-distinguenda/	Analogue	Scientific website		NA		Switzerland	2022	https://www.bee-finder.ch/de/insekten/nomada-distinguenda/	URL
678	Rey, A., & Frey, D. (2022). Hecken-Wespenbiene. Bee-Finder. https://www.bee-finder.ch/de/insekten/nomada-emarginata/	Analogue	Scientific website		NA		Switzerland	2022	https://www.bee-finder.ch/de/insekten/nomada-emarginata/	URL
679	Rey, A., & Frey, D. (2022). Möhren-Wespenbiene. Bee-Finder. https://www.bee-finder.ch/de/insekten/nomada-errans/	Analogue	Scientific website		NA		Switzerland	2022	https://www.bee-finder.ch/de/insekten/nomada-errans/	URL
680	Rey, A., & Frey, D. (2022). Waldrand-Wespenbiene. Bee-Finder. https://www.bee-finder.ch/de/insekten/nomada-facilis/	Analogue	Scientific website		NA		Switzerland	2022	https://www.bee-finder.ch/de/insekten/nomada-facilis/	URL
681	Rey, A., & Frey, D. (2022). Schenkel-Wespenbiene. Bee-Finder. https://www.bee-finder.ch/de/insekten/nomada-femoralis/	Analogue	Scientific website		NA		Switzerland	2022	https://www.bee-finder.ch/de/insekten/nomada-femoralis/	URL
682	Rey, A., & Frey, D. (2022). Schwärzliche Wespenbiene. Bee-Finder. https://www.bee-finder.ch/de/insekten/nomada-furva/	Analogue	Scientific website		NA		Switzerland	2022	https://www.bee-finder.ch/de/insekten/nomada-furva/	URL
683	Rey, A., & Frey, D. (2022). Gransasso-Wespenbiene. Bee-Finder. https://www.bee-finder.ch/de/insekten/nomada-gransassoi/	Analogue	Scientific website		NA		Switzerland	2022	https://www.bee-finder.ch/de/insekten/nomada-gransassoi/	URL
684	Rey, A., & Frey, D. (2022). Senf-Wespenbiene. Bee-Finder. https://www.bee-finder.ch/de/insekten/nomada-melathoracica/	Analogue	Scientific website		NA		Switzerland	2022	https://www.bee-finder.ch/de/insekten/nomada-melathoracica/	URL
685	Rey, A., & Frey, D. (2022). Möschlers Wespenbiene. Bee-Finder. https://www.bee-finder.ch/de/insekten/nomada-moeschleri/	Analogue	Scientific website		NA		Switzerland	2022	https://www.bee-finder.ch/de/insekten/nomada-moeschleri/	URL
686	Rey, A., & Frey, D. (2022). Eichen Wespenbiene. Bee-Finder. https://www.bee-finder.ch/de/insekten/nomada-mutica/	Analogue	Scientific website		NA		Switzerland	2022	https://www.bee-finder.ch/de/insekten/nomada-mutica/	URL
687	Rey, A., & Frey, D. (2022). Edle Wespenbiene. Bee-Finder. https://www.bee-finder.ch/de/insekten/nomada-nobilis/	Analogue	Scientific website		NA		Switzerland	2022	https://www.bee-finder.ch/de/insekten/nomada-nobilis/	URL
688	Rey, A., & Frey, D. (2022). Vorfrühlings-Wespenbiene. Bee-Finder. https://www.bee-finder.ch/de/insekten/nomada-obscura/	Analogue	Scientific website		NA		Switzerland	2022	https://www.bee-finder.ch/de/insekten/nomada-obscura/	URL
689	Rey, A., & Frey, D. (2022). Stumpfkielige Wespenbiene. Bee-Finder. https://www.bee-finder.ch/de/insekten/nomada-obtusifrons/	Analogue	Scientific website		NA		Switzerland	2022	https://www.bee-finder.ch/de/insekten/nomada-obtusifrons/	URL
690	Rey, A., & Frey, D. (2022). Toskanische Wespenbiene. Bee-Finder. https://www.bee-finder.ch/de/insekten/nomada-piccioliana/	Analogue	Scientific website		NA		Switzerland	2022	https://www.bee-finder.ch/de/insekten/nomada-piccioliana/	URL
691	Rey, A., & Frey, D. (2022). Bitterkraut-Wespenbiene. Bee-Finder. https://www.bee-finder.ch/de/insekten/nomada-pleurosticta/	Analogue	Scientific website		NA		Switzerland	2022	https://www.bee-finder.ch/de/insekten/nomada-pleurosticta/	URL
692	Rey, A., & Frey, D. (2022). Auen-Wespenbiene. Bee-Finder. https://www.bee-finder.ch/de/insekten/nomada-posthuma/	Analogue	Scientific website		NA		Switzerland	2022	https://www.bee-finder.ch/de/insekten/nomada-posthuma/	URL
693	Rey, A., & Frey, D. (2022). Rheinische Wespenbiene. Bee-Finder. https://www.bee-finder.ch/de/insekten/nomada-rhenana/	Analogue	Scientific website		NA		Switzerland	2022	https://www.bee-finder.ch/de/insekten/nomada-rhenana/	URL
694	Rey, A., & Frey, D. (2022). Stachelbeer-Wespenbiene. Bee-Finder. https://www.bee-finder.ch/de/insekten/nomada-signata/	Analogue	Scientific website		NA		Switzerland	2022	https://www.bee-finder.ch/de/insekten/nomada-signata/	URL
695	Rey, A., & Frey, D. (2022). Esparsetten-Wespenbiene. Bee-Finder. https://www.bee-finder.ch/de/insekten/nomada-stigma/	Analogue	Scientific website		NA		Switzerland	2022	https://www.bee-finder.ch/de/insekten/nomada-stigma/	URL
696	Rey, A., & Frey, D. (2022). Gegürtete Wespenbiene. Bee-Finder. https://www.bee-finder.ch/de/insekten/nomada-succincta/	Analogue	Scientific website		NA		Switzerland	2022	https://www.bee-finder.ch/de/insekten/nomada-succincta/	URL
697	Rey, A., & Frey, D. (2022). Binden-Wespenbiene. Bee-Finder. https://www.bee-finder.ch/de/insekten/nomada-zonata/	Analogue	Scientific website		NA		Switzerland	2022	https://www.bee-finder.ch/de/insekten/nomada-zonata/	URL
698	Rey, A., & Frey, D. (2022). Gefleckte Kurzhornbiene. Bee-Finder. https://www.bee-finder.ch/de/insekten/pasites-maculatus/	Analogue	Scientific website		NA		Switzerland	2022	https://www.bee-finder.ch/de/insekten/pasites-maculatus/	URL
699	Rey, A., & Frey, D. (2022). Längliche Blutbiene. Bee-Finder. https://www.bee-finder.ch/de/insekten/sphecodes-longulus/	Analogue	Scientific website		NA		Switzerland	2022	https://www.bee-finder.ch/de/insekten/sphecodes-longulus/	URL
700	Rey, A., & Frey, D. (2022). Mai Blutbiene. Bee-Finder. https://www.bee-finder.ch/de/insekten/sphecodes-majalis/	Analogue	Scientific website		NA		Switzerland	2022	https://www.bee-finder.ch/de/insekten/sphecodes-majalis/	URL
701	Rey, A., & Frey, D. (2022). Geriefte Blutbiene. Bee-Finder. https://www.bee-finder.ch/de/insekten/sphecodes-rufiventris/	Analogue	Scientific website		NA		Switzerland	2022	https://www.bee-finder.ch/de/insekten/sphecodes-rufiventris/	URL
702	Rey, A., & Frey, D. (2022). Struppige Fleckenbiene. Bee-Finder. https://www.bee-finder.ch/de/insekten/thyreus-hirtus/	Analogue	Scientific website		NA		Switzerland	2022	https://www.bee-finder.ch/de/insekten/thyreus-hirtus/	URL
703	Rey, A., & Frey, D. (2022). Hohlfuß-Fleckenbiene. Bee-Finder. https://www.bee-finder.ch/de/insekten/thyreus-histrionicus/	Analogue	Scientific website		NA		Switzerland	2022	https://www.bee-finder.ch/de/insekten/thyreus-histrionicus/	URL
704	Rey, A., & Frey, D. (2022). Schwarzgesichtige Fleckenbiene. Bee-Finder. https://www.bee-finder.ch/de/insekten/thyreus-orbatus/	Analogue	Scientific website		NA		Switzerland	2022	https://www.bee-finder.ch/de/insekten/thyreus-orbatus/	URL
705	Rey, A., & Frey, D. (2022). Rundfuss-Fleckenbiene. Bee-Finder. https://www.bee-finder.ch/de/insekten/thyreus-ramosus/	Analogue	Scientific website		NA		Switzerland	2022	https://www.bee-finder.ch/de/insekten/thyreus-ramosus/	URL
706	Rey, A., & Frey, D. (2022). Gestutzte Fleckenbiene. Bee-Finder. https://www.bee-finder.ch/de/insekten/thyreus-truncatus/	Analogue	Scientific website		NA		Switzerland	2022	https://www.bee-finder.ch/de/insekten/thyreus-truncatus/	URL
707	Ulmer Verlag Eugen. (n.d.). Lasioglossum laeve: Wildbienen bestimmen - - Wildbienenwelt.de. Retrieved 2 May 2023, from https://www.wildbienenwelt.de/wildbienen-bestimmen/wildbienen-finder/article-6515731-190818/lasioglossum-laeve-.html?HPARAMS=B78E16E99FCF7A15A7CCF49867EB2571EDE77287B99F8CDF777141FE827A293B5D72B2A09A3EF357C9DCCB1B0A69C2C4CF94A08200BB379712B4710673948EFCCBD202C5FE1BF9A551DFFEC5C0763653CE039536CA7B90B95D2536E00FAF5F8FB4B3F9146CA44830A225E82595493C0E934118AEF7B47A02014429EE720E4D5E96FC942922EA2C7842386C97BC58DF7CDE898BMID=190818	Analogue	Scientific website		NA		Germany	2023	https://www.wildbienenwelt.de/wildbienen-bestimmen/wildbienen-finder/article-6515731-190818/lasioglossum-laeve-.html?HPARAMS=B78E16E99FCF7A15A7CCF49867EB2571EDE77287B99F8CDF777141FE827A293B5D72B2A09A3EF357C9DCCB1B0A69C2C4CF94A08200BB379712B4710673948EFCCBD202C5FE1BF9A551DFFEC5C0763653CE039536CA7B90B95D2536E00FAF5F8FB4B3F9146CA44830A225E82595493C0E934118AEF7B47A02014429EE720E4D5E96FC942922EA2C7842386C97BC58DF7CDE898BMID=190818	URL
708	Ulmer Verlag Eugen. (n.d.). Lasioglossum politum: Wildbienen bestimmen - - Wildbienenwelt.de. Retrieved 2 May 2023, from https://www.wildbienenwelt.de/wildbienen-bestimmen/wildbienen-finder/article-6515757-190818/lasioglossum-politum-.html?HPARAMS=B78E16E99FCF7A15A7CCF49867EB2571EDE77287B99F8CDF651B38F8027AC66F416D746151B8B3981BDCC3813D981BBDA6C76C9AB5ED5035D05DD6F8BF8B94E4B76286AB784387A92C39D2DF82D0EBB7FBE5B05EE9F2FD12B699B6862AA6C8339CEE2D50C3E8D31BFBA83AE141F4A38418E0DFD6C3897289B874B26180BB666392DBCE8751383426E4CA9A18C32AE9B10977A84FC9MID=190818	Analogue	Scientific website		NA		Germany	2023	https://www.wildbienenwelt.de/wildbienen-bestimmen/wildbienen-finder/article-6515757-190818/lasioglossum-politum-.html?HPARAMS=B78E16E99FCF7A15A7CCF49867EB2571EDE77287B99F8CDF651B38F8027AC66F416D746151B8B3981BDCC3813D981BBDA6C76C9AB5ED5035D05DD6F8BF8B94E4B76286AB784387A92C39D2DF82D0EBB7FBE5B05EE9F2FD12B699B6862AA6C8339CEE2D50C3E8D31BFBA83AE141F4A38418E0DFD6C3897289B874B26180BB666392DBCE8751383426E4CA9A18C32AE9B10977A84FC9MID=190818	URL
709	Ulmer Verlag Eugen. (n.d.). Lasioglossum tarsatum: Wildbienen bestimmen - - Wildbienenwelt.de. Retrieved 2 May 2023, from https://www.wildbienenwelt.de/wildbienen-bestimmen/wildbienen-finder/article-6515776-190818/lasioglossum-tarsatum-.html?HPARAMS=B78E16E99FCF7A15A7CCF49867EB2571EDE77287B99F8CDFC3A6932EAFC956C0A67A854D8D43924C0B60DDE50C6937499F2EEFF70C5B9BD7946856CAD2D348E0C3513061C383F59B119C902ADFE8AA15C34EDAA86167B9C0FBB75571662C253C1B4894A5D479887D41C71C1DA6E5F9B11630F1F7D7234DD2A69EBB3A12525530B99C6608DB8A187126209D0F17873AA9CBC8EDA954EF	Analogue	Scientific website		NA		Germany	2023	https://www.wildbienenwelt.de/wildbienen-bestimmen/wildbienen-finder/article-6515776-190818/lasioglossum-tarsatum-.html?HPARAMS=B78E16E99FCF7A15A7CCF49867EB2571EDE77287B99F8CDFC3A6932EAFC956C0A67A854D8D43924C0B60DDE50C6937499F2EEFF70C5B9BD7946856CAD2D348E0C3513061C383F59B119C902ADFE8AA15C34EDAA86167B9C0FBB75571662C253C1B4894A5D479887D41C71C1DA6E5F9B11630F1F7D7234DD2A69EBB3A12525530B99C6608DB8A187126209D0F17873AA9CBC8EDA954EF	URL
710	Ziegler, H. (2019). Dasypolia ferdinandi. Schmetterlinge Der Schweiz - Butterflies & Moths of Switzerland. https://www.pieris.ch/seiten/main.php?page=art&art=noct_ferdinandi	Analogue	Scientific website		NA		Switzerland	2019	https://www.pieris.ch/seiten/main.php?page=art&art=noct_ferdinandi	URL
711	Ziegler, H. (2019). Dichagyris candelisequa. Schmetterlinge Der Schweiz - Butterflies & Moths of Switzerland. https://www.pieris.ch/seiten/main.php?page=art&art=noct_candelisequa	Analogue	Scientific website		NA		Switzerland	2019	https://www.pieris.ch/seiten/main.php?page=art&art=noct_candelisequa	URL
712	Ziegler, H. (2019). Dichagyris vallesiaca. Schmetterlinge Der Schweiz - Butterflies & Moths of Switzerland. https://www.pieris.ch/seiten/main.php?page=art&art=noct_vallesiaca	Analogue	Scientific website		NA		Switzerland	2019	https://www.pieris.ch/seiten/main.php?page=art&art=noct_vallesiaca	URL
713	Ziegler, H. (2019). Euxoa cos. Schmetterlinge Der Schweiz - Butterflies & Moths of Switzerland. https://www.pieris.ch/seiten/main.php?page=art&art=noct_cos	Analogue	Scientific website		NA		Switzerland	2019	https://www.pieris.ch/seiten/main.php?page=art&art=noct_cos	URL
714	Ziegler, H. (2019). Euxoa vitta. Schmetterlinge Der Schweiz - Butterflies & Moths of Switzerland. https://www.pieris.ch/seiten/main.php?page=art&art=noct_vitta	Analogue	Scientific website		NA		Switzerland	2019	https://www.pieris.ch/seiten/main.php?page=art&art=noct_vitta	URL
715	Ziegler, H. (2019). Leptidea juvernica. Schmetterlinge Der Schweiz - Butterflies & Moths of Switzerland. https://www.pieris.ch/seiten/main.php?page=art&art=pier_juvernica	Analogue	Scientific website		NA		Switzerland	2019	https://www.pieris.ch/seiten/main.php?page=art&art=pier_juvernica	URL
716	Ziegler, H. (2019). Callopistria latreillei. Schmetterlinge Der Schweiz - Butterflies & Moths of Switzerland. https://www.pieris.ch/seiten/main.php?page=art&art=noct_latreillei	Analogue	Scientific website		NA		Switzerland	2019	https://www.pieris.ch/seiten/main.php?page=art&art=noct_latreillei	URL
717	Ziegler, H. (2019). Caradrina wullschlegeli. Schmetterlinge Der Schweiz - Butterflies & Moths of Switzerland. https://www.pieris.ch/seiten/main.php?page=art&art=noct_wullschlegeli	Analogue	Scientific website		NA		Switzerland	2019	https://www.pieris.ch/seiten/main.php?page=art&art=noct_wullschlegeli	URL
718	Ziegler, H. (2019). Caradrina aspersa. Schmetterlinge Der Schweiz - Butterflies & Moths of Switzerland. https://www.pieris.ch/seiten/main.php?page=art&art=noct_aspersa	Analogue	Scientific website		NA		Switzerland	2019	https://www.pieris.ch/seiten/main.php?page=art&art=noct_aspersa	URL
719	Ziegler, H. (2019). Caradrina ingrata. Schmetterlinge Der Schweiz - Butterflies & Moths of Switzerland. https://www.pieris.ch/seiten/main.php?page=art&art=noct_ingrata	Analogue	Scientific website		NA		Switzerland	2019	https://www.pieris.ch/seiten/main.php?page=art&art=noct_ingrata	URL
720	Ziegler, H. (2019). Caradrina kadenii. Schmetterlinge Der Schweiz - Butterflies & Moths of Switzerland. https://www.pieris.ch/seiten/main.php?page=art&art=noct_kadenii	Analogue	Scientific website		NA		Switzerland	2019	https://www.pieris.ch/seiten/main.php?page=art&art=noct_kadenii	URL
721	Ziegler, H. (2019). Caradrina terrea. Schmetterlinge Der Schweiz - Butterflies & Moths of Switzerland. https://www.pieris.ch/seiten/main.php?page=art&art=noct_terrea	Analogue	Scientific website		NA		Switzerland	2019	https://www.pieris.ch/seiten/main.php?page=art&art=noct_terrea	URL
722	Ziegler, H. (2019). Polia serratilinea. Schmetterlinge Der Schweiz - Butterflies & Moths of Switzerland. https://www.pieris.ch/seiten/main.php?page=art&art=noct_serratilinea	Analogue	Scientific website		NA		Switzerland	2019	https://www.pieris.ch/seiten/main.php?page=art&art=noct_serratilinea	URL
723	Ziegler, H. (2019). Polymixis dubia. Schmetterlinge Der Schweiz - Butterflies & Moths of Switzerland. https://www.pieris.ch/seiten/main.php?page=art&art=noct_dubia	Analogue	Scientific website		NA		Switzerland	2019	https://www.pieris.ch/seiten/main.php?page=art&art=noct_dubia	URL
724	Ziegler, H. (2019). Crypsedra gemmea. Schmetterlinge Der Schweiz - Butterflies & Moths of Switzerland. https://www.pieris.ch/seiten/main.php?page=art&art=noct_gemmea	Analogue	Scientific website		NA		Switzerland	2019	https://www.pieris.ch/seiten/main.php?page=art&art=noct_gemmea	URL
725	Ziegler, H. (2019). Athetis hospes. Schmetterlinge Der Schweiz - Butterflies & Moths of Switzerland. https://www.pieris.ch/seiten/main.php?page=art&art=noct_hospes	Analogue	Scientific website		NA		Switzerland	2019	https://www.pieris.ch/seiten/main.php?page=art&art=noct_hospes	URL
726	Ziegler, H. (2019). Rhyacia helvetina. Schmetterlinge Der Schweiz - Butterflies & Moths of Switzerland. https://www.pieris.ch/seiten/main.php?page=art&art=noct_helvetina	Analogue	Scientific website		NA		Switzerland	2019	https://www.pieris.ch/seiten/main.php?page=art&art=noct_helvetina	URL
